"customer_id","last_purchase_date","days_since_last_purchase","r_score","total_purchases","f_score","total_spent","m_score","rfm_score","avg_completion_rate","avg_rating","total_sessions","engagement_ratio","early_avg_duration","late_avg_duration","early_avg_rating","late_avg_rating","segment"
"U0029","2024-12-29",2,5,"12",5,"798.00",5,15,"0.84","4.50","177","1.22","91.4204545454545455","81.2134831460674157","4.5000000000000000","4.5000000000000000","Champion"
"U0256","2024-12-19",12,5,"10",5,"640.00",5,15,"0.86","4.75","157","1.25","89.9743589743589744","88.1139240506329114","4.6666666666666667","4.8333333333333333","Champion"
"U0881","2024-12-03",28,5,"11",5,"699.00",5,15,"0.78","4.45","167","1.22","80.2771084337349398","93.2023809523809524","4.2500000000000000","4.5833333333333333","Champion"
"U0362","2024-11-16",45,4,"11",5,"679.00",5,14,"0.90","4.64","160","1.25","89.7750000000000000","86.9750000000000000","4.5000000000000000","4.7000000000000000","Champion"
"U0353","2024-11-04",57,4,"9",5,"551.00",5,14,"0.63","3.70","30","0.24","17.9333333333333333","16.4000000000000000","4.0000000000000000","3.2500000000000000","At Risk"
"U0049","2024-11-01",60,4,"9",5,"641.00",5,14,"0.81","4.61","120","1.21","85.8000000000000000","85.7500000000000000","4.5000000000000000","4.7000000000000000","Champion"
"U0346","2024-11-30",31,4,"8",5,"512.00",5,14,"0.75","4.50","119","1.22","85.5762711864406780","87.9333333333333333","4.5000000000000000","4.5000000000000000","Champion"
"U0341","2024-11-08",53,4,"8",5,"522.00",5,14,"0.84","4.50","119","1.26","88.4915254237288136","89.7333333333333333","4.6250000000000000","4.2500000000000000","Champion"
"U0949","2024-11-18",43,4,"10",5,"670.00",5,14,"0.61","3.50","30","0.25","17.5333333333333333","17.6666666666666667","3.5000000000000000","3.5000000000000000","Loyal"
"U0335","2024-12-09",22,5,"8",5,"472.00",4,14,"0.84","4.50","124","1.27","91.2419354838709677","89.4516129032258065","4.5000000000000000","4.5000000000000000","Champion"
"U0787","2024-11-23",38,4,"8",5,"552.00",5,14,"0.47","3.90","25","0.26","16.8333333333333333","19.6923076923076923","4.0000000000000000","3.8333333333333333","Collector"
"U0598","2024-11-06",55,4,"10",5,"570.00",5,14,"0.81","4.69","164","1.19","80.7560975609756098","88.3658536585365854","4.5000000000000000","4.8750000000000000","Champion"
"U0596","2024-11-23",38,4,"10",5,"620.00",5,14,"0.41","3.67","30","0.26","18.2000000000000000","18.3333333333333333","3.6250000000000000","3.7000000000000000","Collector"
"U0927","2024-12-23",8,5,"8",5,"482.00",4,14,"0.86","4.33","113","1.31","96.3571428571428571","89.7368421052631579","4.0000000000000000","4.5000000000000000","Champion"
"U0266","2024-12-13",18,5,"7",4,"503.00",5,14,"0.82","4.70","103","1.31","97.0000000000000000","89.3846153846153846","4.7500000000000000","4.6666666666666667","Champion"
"U0795","2024-11-22",39,4,"8",5,"512.00",5,14,"0.95","4.50","123","1.29","90.0327868852459016","94.0161290322580645","4.5000000000000000","4.5000000000000000","Champion"
"U0093","2024-11-15",46,4,"11",5,"779.00",5,14,"0.75","4.58","183","1.25","85.4175824175824176","92.6521739130434783","4.6666666666666667","4.5000000000000000","Champion"
"U0583","2024-11-25",36,4,"10",5,"670.00",5,14,"0.92","4.50","168","1.30","87.5119047619047619","97.3571428571428571","4.2500000000000000","4.8333333333333333","Champion"
"U0098","2024-11-16",45,4,"11",5,"659.00",5,14,"0.83","4.60","158","1.28","85.9113924050632911","96.2405063291139241","4.5000000000000000","4.6666666666666667","Champion"
"U0100","2024-11-05",56,4,"12",5,"748.00",5,14,"0.89","4.70","172","1.25","84.6744186046511628","92.5232558139534884","4.9000000000000000","4.5000000000000000","Champion"
"U0946","2024-11-22",39,4,"12",5,"858.00",5,14,"0.88","4.38","195","1.28","93.4536082474226804","88.9285714285714286","4.0000000000000000","4.6000000000000000","Champion"
"U0004","2024-11-10",51,4,"12",5,"818.00",5,14,"0.83","4.55","181","1.31","96.0888888888888889","91.3076923076923077","4.7500000000000000","4.4166666666666667","Champion"
"U0271","2024-10-14",78,4,"9",5,"541.00",5,14,"0.36","3.42","34","0.24","19.2352941176470588","15.0588235294117647","3.3333333333333333","3.5000000000000000","Collector"
"U0565","2024-11-29",32,4,"10",5,"620.00",5,14,"0.91","4.50","152","1.26","96.3947368421052632","83.2236842105263158","4.5000000000000000","4.5000000000000000","Champion"
"U0683","2024-11-01",60,4,"11",5,"749.00",5,14,"0.78","4.25","166","1.32","91.9879518072289157","95.0722891566265060","4.3333333333333333","4.1666666666666667","Champion"
"U0860","2024-11-22",39,4,"11",5,"659.00",5,14,"0.76","4.63","160","1.28","93.5000000000000000","88.5250000000000000","4.6250000000000000","4.6250000000000000","Champion"
"U0252","2024-11-02",59,4,"9",5,"531.00",5,14,"0.68","4.60","149","1.23","89.2567567567567568","85.7466666666666667","4.5000000000000000","4.6666666666666667","Loyal"
"U0838","2024-11-02",59,4,"10",5,"600.00",5,14,"0.80","4.71","157","1.26","91.3076923076923077","87.3797468354430380","4.5000000000000000","5.0000000000000000","Champion"
"U0820","2024-10-08",84,4,"8",5,"532.00",5,14,"0.49","3.83","24","0.23","14.1666666666666667","17.6666666666666667","4.0000000000000000","3.6666666666666667","Collector"
"U0865","2024-11-24",37,4,"11",5,"759.00",5,14,"0.87","4.61","151","1.23","89.9466666666666667","85.0526315789473684","4.6000000000000000","4.6250000000000000","Champion"
"U0866","2024-11-19",42,4,"12",5,"778.00",5,14,"0.88","4.67","183","1.31","93.1978021978021978","92.2826086956521739","4.7000000000000000","4.6250000000000000","Champion"
"U0118","2024-10-03",89,4,"10",5,"720.00",5,14,"0.56","3.40","29","0.24","19.1428571428571429","15.8000000000000000","3.1666666666666667","3.7500000000000000","Loyal"
"U0018","2024-11-22",39,4,"10",5,"620.00",5,14,"0.88","4.83","147","1.30","93.4109589041095890","92.0000000000000000","4.8000000000000000","5.0000000000000000","Champion"
"U0674","2024-11-02",59,4,"10",5,"670.00",5,14,"0.89","4.67","152","1.32","92.2368421052631579","95.7105263157894737","4.7500000000000000","4.6250000000000000","Champion"
"U0124","2024-11-10",51,4,"8",5,"592.00",5,14,"0.88","4.50","140","1.21","81.7142857142857143","90.8571428571428571","5.0000000000000000","4.3750000000000000","Champion"
"U0544","2024-11-18",43,4,"12",5,"768.00",5,14,"0.92","4.50","190","1.30","93.5052631578947368","91.6947368421052632","4.2500000000000000","4.7500000000000000","Champion"
"U0019","2024-11-07",54,4,"9",5,"581.00",5,14,"0.77","4.58","132","1.28","91.5151515151515152","90.0606060606060606","4.5000000000000000","4.6666666666666667","Champion"
"U0872","2024-11-03",58,4,"12",5,"748.00",5,14,"0.85","4.55","176","1.19","89.3522727272727273","80.1818181818181818","4.8000000000000000","4.3000000000000000","Champion"
"U0129","2024-11-12",49,4,"12",5,"788.00",5,14,"0.88","4.43","159","1.22","87.0379746835443038","86.2125000000000000","4.1666666666666667","4.6250000000000000","Champion"
"U0278","2024-11-09",52,4,"8",5,"552.00",5,14,"0.75","4.71","104","1.31","92.9230769230769231","92.8461538461538462","5.0000000000000000","4.5000000000000000","Champion"
"U0291","2024-11-01",60,4,"9",5,"641.00",5,14,"0.90","4.71","140","1.26","91.3000000000000000","87.9857142857142857","4.8750000000000000","4.5000000000000000","Champion"
"U0833","2024-11-07",54,4,"10",5,"620.00",5,14,"0.95","4.57","162","1.36","97.1111111111111111","96.4197530864197531","4.5000000000000000","4.6250000000000000","Champion"
"U0495","2024-11-14",47,4,"12",5,"858.00",5,14,"0.83","4.69","170","1.27","92.2941176470588235","88.7882352941176471","4.6000000000000000","4.8333333333333333","Champion"
"U0636","2024-12-25",6,5,"6",4,"504.00",5,14,"0.91","4.75","93","1.28","83.6956521739130435","98.1276595744680851","5.0000000000000000","4.5000000000000000","Champion"
"U0810","2024-11-26",35,4,"9",5,"581.00",5,14,"0.57","3.29","28","0.22","17.7857142857142857","13.9285714285714286","3.2500000000000000","3.3333333333333333","Loyal"
"U0845","2024-11-23",38,4,"12",5,"718.00",5,14,"0.72","4.38","195","1.17","83.4845360824742268","82.4591836734693878","4.8333333333333333","4.1000000000000000","At Risk"
"U0630","2024-10-18",74,4,"10",5,"590.00",5,14,"0.62","3.67","34","0.23","16.3529411764705882","16.4117647058823529","3.6250000000000000","3.7500000000000000","Loyal"
"U0877","2024-12-29",2,5,"7",4,"523.00",5,14,"0.72","3.67","90","0.99","74.8222222222222222","65.5111111111111111","3.5000000000000000","3.7500000000000000","Loyal"
"U0513","2024-11-28",33,4,"10",5,"610.00",5,14,"0.85","4.56","142","1.23","90.4647887323943662","85.3661971830985915","4.6000000000000000","4.5000000000000000","Champion"
"U0670","2024-11-12",49,4,"9",5,"571.00",5,14,"0.62","3.57","29","0.26","17.5000000000000000","18.8666666666666667","3.5000000000000000","3.6666666666666667","Loyal"
"U0629","2024-10-18",74,4,"9",5,"601.00",5,14,"0.45","3.75","30","0.22","17.4666666666666667","13.6000000000000000","3.6250000000000000","4.0000000000000000","Collector"
"U0668","2024-12-11",20,5,"8",4,"542.00",5,14,"0.77","4.70","124","1.29","89.3709677419354839","94.0645161290322581","4.2500000000000000","5.0000000000000000","Champion"
"U0151","2024-11-06",55,4,"8",5,"512.00",5,14,"0.85","4.43","131","1.31","93.4307692307692308","93.0909090909090909","4.5000000000000000","4.3333333333333333","Champion"
"U0503","2024-10-06",86,4,"8",5,"562.00",5,14,"0.51","3.70","22","0.21","13.1818181818181818","16.3636363636363636","3.5000000000000000","4.5000000000000000","Collector"
"U0136","2024-11-15",46,4,"9",5,"541.00",5,14,"0.89","4.42","138","1.33","93.9855072463768116","95.8115942028985507","4.5000000000000000","4.2500000000000000","Champion"
"U0971","2024-12-05",26,5,"8",5,"412.00",4,14,"0.82","4.50","111","1.22","90.6909090909090909","81.7857142857142857","4.3750000000000000","4.6250000000000000","Champion"
"U0036","2024-11-23",38,4,"12",5,"778.00",5,14,"0.85","4.63","169","1.31","88.7142857142857143","97.4941176470588235","4.3750000000000000","4.8750000000000000","Champion"
"U0476","2024-11-22",39,4,"12",5,"748.00",5,14,"0.84","4.36","187","1.25","89.9892473118279570","87.6489361702127660","4.3333333333333333","4.3750000000000000","Champion"
"U0062","2024-11-21",40,4,"11",5,"649.00",5,14,"0.84","4.50","192","1.27","88.2291666666666667","91.6979166666666667","4.5000000000000000","4.5000000000000000","Champion"
"U0882","2024-11-11",50,4,"12",5,"728.00",5,14,"0.85","4.56","189","1.25","88.6702127659574468","89.1368421052631579","4.6250000000000000","4.5000000000000000","Champion"
"U0970","2024-11-21",40,4,"10",5,"590.00",5,14,"0.71","4.08","131","1.19","79.3384615384615385","90.2424242424242424","4.0000000000000000","4.2500000000000000","Loyal"
"U0883","2024-11-04",57,4,"12",5,"768.00",5,14,"0.75","4.50","174","1.29","93.0574712643678161","89.6896551724137931","4.5000000000000000","4.5000000000000000","Champion"
"U0806","2024-11-24",37,4,"11",5,"759.00",5,14,"0.85","4.64","176","1.25","90.2272727272727273","88.3750000000000000","4.8333333333333333","4.5000000000000000","Champion"
"U0625","2024-11-02",59,4,"9",5,"571.00",5,14,"0.63","3.75","24","0.22","14.9166666666666667","16.6666666666666667","3.8333333333333333","3.6666666666666667","Loyal"
"U0708","2024-11-16",45,4,"8",5,"552.00",5,14,"0.94","4.50","135","1.22","88.6865671641791045","84.2647058823529412","4.3333333333333333","4.6666666666666667","Champion"
"U0171","2024-10-02",90,4,"9",5,"501.00",5,14,"0.46","3.36","25","0.27","21.6666666666666667","16.8461538461538462","3.2500000000000000","3.4000000000000000","Collector"
"U0623","2024-11-25",36,4,"12",5,"798.00",5,14,"0.90","4.29","190","1.25","87.4315789473684211","89.6842105263157895","4.3333333333333333","4.2500000000000000","Champion"
"U0311","2024-10-25",67,4,"8",5,"532.00",5,14,"0.68","3.50","20","0.24","16.7000000000000000","17.4000000000000000","3.0000000000000000","4.5000000000000000","Loyal"
"U0174","2024-11-17",44,4,"12",5,"798.00",5,14,"0.87","4.58","188","1.27","86.7659574468085106","93.3723404255319149","4.5833333333333333","4.5833333333333333","Champion"
"U0764","2024-12-04",27,5,"7",4,"523.00",5,14,"0.90","4.79","114","1.21","82.7017543859649123","89.1578947368421053","5.0000000000000000","4.6250000000000000","Champion"
"U0846","2024-12-30",1,5,"7",4,"503.00",5,14,"0.54","3.80","89","1.00","67.8863636363636364","75.4000000000000000","3.5000000000000000","4.0000000000000000","Collector"
"U0060","2024-11-20",41,4,"9",5,"521.00",5,14,"0.87","4.67","128","1.31","95.9062500000000000","90.9062500000000000","4.7500000000000000","4.6250000000000000","Champion"
"U0461","2024-11-20",41,4,"10",5,"640.00",5,14,"0.59","3.63","28","0.24","17.3571428571428571","16.7857142857142857","3.3333333333333333","3.8000000000000000","Loyal"
"U0330","2024-12-23",8,5,"8",4,"512.00",5,14,"0.86","4.50","124","1.13","80.4677419354838710","81.6935483870967742","4.5000000000000000","4.5000000000000000","Champion"
"U0612","2024-11-04",57,4,"8",5,"612.00",5,14,"0.87","4.75","125","1.24","91.8064516129032258","85.5714285714285714","4.6666666666666667","4.8333333333333333","Champion"
"U0183","2024-11-30",31,4,"9",5,"591.00",5,14,"0.51","4.00","28","0.25","21.1428571428571429","14.4285714285714286","3.5000000000000000","4.7500000000000000","Collector"
"U0458","2024-12-26",5,5,"7",4,"523.00",5,14,"0.86","4.36","120","1.26","89.8166666666666667","88.5500000000000000","4.5000000000000000","4.2500000000000000","Champion"
"U0770","2024-10-23",69,4,"9",5,"581.00",5,14,"0.54","3.42","26","0.24","17.6923076923076923","16.4615384615384615","3.3333333333333333","3.5000000000000000","Collector"
"U0452","2024-11-18",43,4,"12",5,"798.00",5,14,"0.70","4.50","177","1.27","92.9204545454545455","87.8651685393258427","4.3750000000000000","4.5833333333333333","Loyal"
"U0034","2024-12-03",28,5,"7",4,"513.00",5,14,"0.72","4.38","69","0.98","70.1470588235294118","68.9142857142857143","5.0000000000000000","4.1666666666666667","At Risk"
"U0449","2024-10-06",86,4,"8",5,"502.00",5,14,"0.55","3.50","25","0.22","16.2500000000000000","15.6923076923076923","3.3333333333333333","4.0000000000000000","Loyal"
"U0009","2024-11-06",55,4,"10",5,"690.00",5,14,"0.78","4.43","144","1.32","95.1666666666666667","93.5416666666666667","4.5000000000000000","4.3750000000000000","Champion"
"U0773","2024-11-15",46,4,"9",5,"581.00",5,14,"0.89","4.63","146","1.25","91.2739726027397260","86.2739726027397260","4.5000000000000000","4.6666666666666667","Champion"
"U0774","2024-12-19",12,5,"7",4,"563.00",5,14,"0.59","3.92","76","0.98","71.2368421052631579","67.4473684210526316","4.0000000000000000","3.8333333333333333","Loyal"
"U0609","2024-11-25",36,4,"12",5,"768.00",5,14,"0.83","4.63","157","1.29","92.9358974358974359","89.7974683544303797","4.6250000000000000","4.6250000000000000","Champion"
"U0825","2024-10-21",71,4,"8",5,"622.00",5,14,"0.52","3.50","26","0.24","17.7692307692307692","17.1538461538461538","3.8333333333333333","2.5000000000000000","Collector"
"U0777","2024-11-02",59,4,"12",5,"778.00",5,14,"0.88","4.38","186","1.25","88.2795698924731183","90.1505376344086022","4.3333333333333333","4.5000000000000000","Champion"
"U0703","2024-11-25",36,4,"11",5,"739.00",5,14,"0.79","4.50","159","1.26","91.2784810126582278","87.2250000000000000","4.5000000000000000","4.5000000000000000","Champion"
"U0852","2024-11-14",47,4,"9",5,"611.00",5,14,"0.87","4.50","134","1.19","88.8805970149253731","79.7164179104477612","5.0000000000000000","4.2500000000000000","Champion"
"U0853","2024-11-05",56,4,"12",5,"728.00",5,14,"0.91","4.58","184","1.33","97.5760869565217391","91.3695652173913043","4.6250000000000000","4.5000000000000000","Champion"
"U0416","2024-11-29",32,4,"10",5,"690.00",5,14,"0.73","4.50","138","1.19","86.3768115942028986","82.4202898550724638","4.1250000000000000","4.8000000000000000","Loyal"
"U0800","2024-11-13",48,4,"9",5,"601.00",5,14,"0.83","4.57","131","1.28","92.5384615384615385","90.2121212121212121","4.5000000000000000","4.6000000000000000","Champion"
"U0897","2024-11-26",35,4,"9",5,"571.00",5,14,"0.82","4.80","142","1.25","94.1971830985915493","83.6619718309859155","4.7500000000000000","4.8333333333333333","Champion"
"U0209","2024-11-03",58,4,"8",5,"502.00",5,14,"0.45","3.50","30","0.23","18.4666666666666667","14.0000000000000000","3.6666666666666667","3.3333333333333333","Collector"
"U0397","2024-11-24",37,4,"9",5,"561.00",5,14,"0.40","3.30","28","0.26","18.2857142857142857","18.0714285714285714","3.5000000000000000","3.0000000000000000","Collector"
"U0702","2024-11-05",56,4,"12",5,"718.00",5,14,"0.95","4.44","182","1.26","88.6593406593406593","91.2637362637362637","4.1666666666666667","4.6000000000000000","Champion"
"U0213","2024-11-12",49,4,"9",5,"611.00",5,14,"0.44","3.92","25","0.25","16.5000000000000000","18.7692307692307692","4.0000000000000000","3.8750000000000000","Collector"
"U0782","2024-11-30",31,4,"10",5,"640.00",5,14,"0.55","3.67","26","0.27","18.6153846153846154","19.1538461538461538","3.8750000000000000","3.2500000000000000","At Risk"
"U0379","2024-11-30",31,4,"9",5,"551.00",5,14,"0.50","3.21","25","0.24","18.3333333333333333","15.8461538461538462","3.3750000000000000","3.0000000000000000","Collector"
"U0221","2024-11-14",47,4,"9",5,"531.00",5,14,"0.39","3.67","29","0.24","17.0000000000000000","17.0666666666666667","4.3333333333333333","3.0000000000000000","Collector"
"U0799","2024-11-15",46,4,"9",5,"601.00",5,14,"0.72","4.71","128","1.33","93.0312500000000000","96.6875000000000000","5.0000000000000000","4.6000000000000000","Loyal"
"U0223","2024-11-04",57,4,"12",5,"748.00",5,14,"0.78","4.61","180","1.28","90.2333333333333333","91.9222222222222222","4.5000000000000000","4.7500000000000000","Champion"
"U0370","2024-12-29",2,5,"8",5,"482.00",4,14,"0.62","4.64","115","1.24","89.1052631578947368","87.7758620689655172","4.5000000000000000","4.8333333333333333","Loyal"
"U0364","2024-11-26",35,4,"10",5,"660.00",5,14,"0.45","3.42","20","0.27","21.0000000000000000","17.1000000000000000","3.5000000000000000","3.3750000000000000","Collector"
"U0996","2024-11-29",32,4,"11",5,"659.00",5,14,"0.81","4.57","180","1.22","80.7222222222222222","92.3888888888888889","4.7500000000000000","4.5000000000000000","Champion"
"U0363","2024-11-16",45,4,"9",5,"641.00",5,14,"0.45","3.25","21","0.27","17.9000000000000000","20.2727272727272727","3.1666666666666667","3.3333333333333333","Collector"
"U0948","2024-09-26",96,3,"10",5,"590.00",5,13,"0.48","3.69","29","0.23","13.7857142857142857","19.0000000000000000","3.6000000000000000","3.8333333333333333","Collector"
"U0947","2024-11-19",42,4,"8",5,"492.00",4,13,"0.45","2.80","24","0.24","16.0833333333333333","18.0833333333333333","2.5000000000000000","3.2500000000000000","Collector"
"U0945","2024-10-10",82,4,"8",5,"492.00",4,13,"0.56","3.00","26","0.26","18.7692307692307692","17.7692307692307692","3.5000000000000000","2.8750000000000000","At Risk"
"U0315","2024-10-28",64,4,"8",5,"432.00",4,13,"0.42","3.90","30","0.24","18.4000000000000000","16.1333333333333333","3.6666666666666667","4.2500000000000000","Collector"
